Symbol,Security Name,Exchange
APO-B,"Apollo Global Management, Inc 6.375% Series B Preferred Shares",NYSE
APRN,"Blue Apron Holdings, Inc. Class A Common Stock",NYSE
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,NYSE
APSG=,"Apollo Strategic Growth Capital Units, each consisting of one Class A Ordinary Share and one-third Warrant",NYSE
APSG+,"Apollo Strategic Growth Capital Warrants, each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share",NYSE
APTS,"Preferred Apartment Communities, Inc. Common Stock",NYSE
APTV,Aptiv PLC Ordinary Shares,NYSE
APTV-A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,NYSE
AQN,Algonquin Power & Utilities Corp. Common Shares,NYSE
AQNA,"Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17, 2078",NYSE
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",NYSE
AQUA,Evoqua Water Technologies Corp. Common Stock,NYSE
AR,Antero Resources Corporation Common Stock,NYSE
ARB,AltShares Merger Arbitrage ETF,NYSE
ARC,"ARC Document Solutions, Inc. Common Stock",NYSE
ARCH,"Arch Resources, Inc. Class A Common Stock",NYSE
ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE
ARD,Ardagh Group S.A. Common Shares,NYSE
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",NYSE
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",NYSE
ARES,Ares Management Corporation Class A Common Stock,NYSE
ARES-A,Ares Management Corporation 7.00% Series A Preferred Stock,NYSE
ARGD,"Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042",NYSE
ARGO,"Argo Group International Holdings, Ltd.",NYSE
ARGO-A,"Argo Group International Holdings, Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 7.00% Resettable Fixed Rate Preference Share, Series A",NYSE
ARGT,Global X MSCI Argentina ETF,NYSE
ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE
ARKF,ARK Fintech Innovation ETF,NYSE
ARKK,ARK Innovation ETF,NYSE
ARKW,ARK Next Generation Internet ETF,NYSE
ARL,"American Realty Investors, Inc. Common Stock",NYSE
ARLO,"Arlo Technologies, Inc. Common Stock",NYSE
ARMK,Aramark Common Stock,NYSE
ARMR,Exchange Listed Funds Trust Armor US Equity Index ETF,NYSE
ARNC,Arconic Corporation Common Stock ,NYSE
AROC,"Archrock, Inc. Common Stock",NYSE
ARR,"ARMOUR Residential REIT, Inc.",NYSE
ARR-C,"ARMOUR Residential REIT, Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)",NYSE
ARW,"Arrow Electronics, Inc. Common Stock",NYSE
ASA,ASA  Gold and Precious Metals Limited,NYSE
ASAN,"Asana, Inc. Class A Common Stock",NYSE
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,NYSE
ASAQ=,"Atlantic Street Acquisition Corp Units, each consisting of one share of Class A common stock and one-half of one Warrant",NYSE
ASAQ+,"Atlantic Street Acquisition Corp Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE
ASB,Associated Banc-Corp Common Stock,NYSE
ASB-C,"Associated Banc-Corp Depositary shares, each representing a 1/40th ownership interest in a share of 6.125% Non-Cumulative Perpetual Preferred Stock, Series C",NYSE
ASB-D,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.375% Non-Cumulative Perpetual Preferred Stock, Series D",NYSE
ASB-E,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series E",NYSE
ASB-F,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock, Series F",NYSE
ASC,Ardmore Shipping Corporation Common Stock,NYSE
ASEA,Global X FTSE Southeast Asia ETF,NYSE
ASG,"Liberty All-Star Growth Fund, Inc.",NYSE
ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,NYSE
ASGN,ASGN Incorporated Common Stock,NYSE
ASH,Ashland Global Holdings Inc. Common Stock,NYSE
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,NYSE
ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF,NYSE
ASHX,Xtrackers MSCI China A Inclusion Equity ETF,NYSE
ASIX,AdvanSix Inc. Common Stock ,NYSE
ASPL,Aspirational Consumer Lifestyle Corp. Class A Ordinary Shares,NYSE
ASPL=,"Aspirational Consumer Lifestyle Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",NYSE
ASPL+,"Aspirational Consumer Lifestyle Corp. Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
ASPN,"Aspen Aerogels, Inc. Common Stock",NYSE
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",NYSE
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",NYSE
AT,Atlantic Power Corporation Ordinary Shares (Canada),NYSE
ATA,Americas Technology Acquisition Corp. Ordinary Shares,NYSE
ATA=,"Americas Technology Acquisition Corp. Units, each consisting of one Ordinary Share and one half of Redeemable Warrant",NYSE
ATA+,"Americas Technology Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50",NYSE
ATAC,Altimar Acquisition Corporation Class A Ordinary Shares,NYSE
ATAC=,"Altimar Acquisition Corporation Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",NYSE
ATAC+,"Altimar Acquisition Corporation Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
ATC,Atotech Limited Common Shares,NYSE
ATCO,Atlas Corp. Common Shares,NYSE
ATCO-D,Atlas Corp. 7.95% Series D,NYSE
ATCO-E,Atlas Corp. 8.25% Series E,NYSE
ATCO-G,Atlas Corp. 8.20% Series G,NYSE
ATCO-H,Atlas Corp. 7.875% Series H,NYSE
ATCO-I,Atlas Corp. Series I Fixed-to-Floating ,NYSE
ATEN,"A10 Networks, Inc. Common Stock",NYSE
ATGE,Adtalem Global Education Inc. Common Stock,NYSE
ATH,Athene Holding Ltd. Class A Common Shares,NYSE
ATH-A,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share, Series A",NYSE
ATH-B,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share",NYSE
ATH-C,"Athene Holding Ltd. Depositary Shares, each representing a 1/1,000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares, Series C",NYSE
ATH-D,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share, Series D",NYSE
ATHM,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",NYSE
ATI,Allegheny Technologies Incorporated Common Stock,NYSE
ATKR,Atkore Inc. Common Stock,NYSE
ATMR=,"Altimar Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-fourth of one redeemable warrant",NYSE
ATO,Atmos Energy Corporation Common Stock,NYSE
ATR,"AptarGroup, Inc. Common Stock",NYSE
ATTO,Atento S.A. Ordinary Shares,NYSE
ATUS,"Altice USA, Inc. Class A Common Stock",NYSE
AU,AngloGold Ashanti Limited Common Stock,NYSE
AUSF,Global X Funds Global X Adaptive U.S. Factor ETF,NYSE
AUY,Yamana Gold Inc. Ordinary Shares (Canada),NYSE
AVA,Avista Corporation Common Stock,NYSE
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),NYSE
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,NYSE
AVAN=,"Avanti Acquisition Corp. Units, each consisting of one Class A ordinary share, and redeemable warrant",NYSE
AVAN+,"Avanti Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
AVB,"AvalonBay Communities, Inc. Common Stock",NYSE
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),NYSE
AVDE,Avantis International Equity ETF,NYSE
AVDV,Avantis International Small Cap Value ETF,NYSE
AVEM,Avantis Emerging Markets Equity ETF,NYSE
AVIG,Avantis Core Fixed Income ETF,NYSE
AVK,Advent Convertible and Income Fund,NYSE
AVLR,"Avalara, Inc. Common Stock",NYSE
AVMU,Avantis Core Municipal Fixed Income ETF,NYSE
AVNS,"Avanos Medical, Inc. Common Stock",NYSE
AVNT,Avient Corporation Common Stock,NYSE
AVSF,Avantis Short-Term Fixed Income ETF,NYSE
AVTR,"Avantor, Inc. Common Stock",NYSE
AVTR-A,"Avantor, Inc. Series A Mandatory Convertible Preferred Stock",NYSE
AVUS,Avantis U.S. Equity ETF,NYSE
AVUV,Avantis U.S. Small Cap Value ETF,NYSE
AVY,Avery Dennison Corporation Common Stock,NYSE
AVYA,Avaya Holdings Corp. Common Stock,NYSE
AWAY,ETFMG Travel Tech ETF,NYSE
AWF,Alliancebernstein Global High Income Fund,NYSE
AWI,Armstrong World Industries Inc Common Stock,NYSE
AWK,"American Water Works Company, Inc. Common Stock",NYSE
AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,NYSE
AWR,American States Water Company Common Stock,NYSE
AWTM,Aware Ultra-Short Duration Enhanced Income ETF,NYSE
AX,"Axos Financial, Inc. Common Stock",NYSE
AXL,"American Axle & Manufacturing Holdings, Inc. Common Stock",NYSE
AXO,"Axos Financial, Inc. 6.25% Subordinated Notes Due 2026",NYSE
AXP,American Express Company Common Stock,NYSE
AXR,AMREP Corporation Common Stock,NYSE
AXS,Axis Capital Holdings Limited Common Stock,NYSE
AXS-E,"Axis Capital Holdings Limited Depositary Shares, each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares",NYSE
AXTA,Axalta Coating Systems Ltd. Common Shares,NYSE
AYI,"Acuity Brands, Inc. ",NYSE
AYX,"Alteryx, Inc. Class A Common Stock",NYSE
AZAA,AllianzIM U.S. Large Cap Buffer10 Apr ETF,NYSE
AZAJ,AllianzIM U.S. Large Cap Buffer10 Jan ETF,NYSE
AZAL,AllianzIM U.S. Large Cap Buffer10 Jul ETF,NYSE
AZAO,AllianzIM U.S. Large Cap Buffer10 Oct ETF,NYSE
AZBA,AllianzIM U.S. Large Cap Buffer20 Apr ETF,NYSE
AZBJ,AllianzIM U.S. Large Cap Buffer20 Jan ETF,NYSE
AZBL,AllianzIM U.S. Large Cap Buffer20 Jul ETF,NYSE
AZBO,AllianzIM U.S. Large Cap Buffer20 Oct ETF,NYSE
AZEK,The AZEK Company Inc. Class A Common Stock,NYSE
AZO,"AutoZone, Inc. Common Stock",NYSE
AZRE,Azure Power Global Limited Equity Shares,NYSE
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),NYSE
AZZ,AZZ Inc.,NYSE
B,"Barnes Group, Inc. Common Stock",NYSE
BA,Boeing Company (The) Common Stock,NYSE
BAB,Invesco Taxable Municipal Bond ETF,NYSE
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,NYSE
BAC,Bank of America Corporation Common Stock,NYSE
BAC-A,"Bank of America Corporation Depositary Shares, each representing a 1/1,000 th interest in a share of Bank of America Corporation 6.000% Non-Cumulative",NYSE
BAC-B,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG",NYSE
BAC-E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,NYSE
BAC-K,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH",NYSE
BAC-L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,NYSE
BAC-M,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",NYSE
BAC-N,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",NYSE
BAC-O,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",NYSE
BAC-P,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non-Cumulative Preferred Stock, Series PP",NYSE
BAF,BlackRock Municipal Income Investment Quality Trust,NYSE
BAH,Booz Allen Hamilton Holding Corporation Common Stock,NYSE
BAK,Braskem SA ADR,NYSE
BAL,iPathA Series B Bloomberg Cotton Subindex Total Return ETN,NYSE
BALY,Bally's Corporation Common Stock,NYSE
BAM,Brookfield Asset Management Inc. Common Stock,NYSE
BAMH,"Brookfield Finance Inc. 4.625% Subordinated Notes due October 16, 2080",NYSE
BAMI,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,NYSE
BANC,"Banc of California, Inc. Common Stock",NYSE
BANC-D,"Banc of California, Inc. Depositary Shares each representing a 1/40th interest in a share of 7.375% Non-Cumulative Perpetual Preferred Stock, Series D",NYSE
BANC-E,"Banc of California, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.000% Non-Cumulative Perpetual Preferred Stock, Series E",NYSE
BAP,Credicorp Ltd. Common Stock,NYSE
BAR,GraniteShares Gold Trust Shares of Beneficial Interest,NYSE
BATT,Amplify Lithium & Battery Technology ETF,NYSE
BAX,Baxter International Inc. Common Stock,NYSE
BB,BlackBerry Limited Common Stock,NYSE
BBAR,Banco BBVA Argentina S.A. ADS,NYSE
BBC,Virtus LifeSci Biotech Clinical Trials ETF,NYSE
BBD,Banco Bradesco Sa American Depositary Shares,NYSE
BBDC,"Barings BDC, Inc. Common Stock",NYSE
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),NYSE
BBF,BlackRock Municipal Income Investment Trust,NYSE
BBK,Blackrock Municipal Bond Trust,NYSE
BBL,BHP Group PlcSponsored ADR,NYSE
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,NYSE
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,NYSE
BBP,Virtus LifeSci Biotech Products ETF,NYSE
BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,NYSE
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,NYSE
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,NYSE
BBW,"Build-A-Bear Workshop, Inc. Common Stock",NYSE
BBY,"Best Buy Co., Inc. Common Stock",NYSE
BC,Brunswick Corporation Common Stock,NYSE
BC-A,Brunswick Corporation 6.500% Senior Notes due 2048,NYSE
BC-B,Brunswick Corporation 6.625% Senior Notes due 2049,NYSE
BC-C,Brunswick Corporation 6.375% Notes due 2049,NYSE
BCAT,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,NYSE
BCC,"Boise Cascade, L.L.C. Common Stock",NYSE
BCD,Aberdeen Standard Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,NYSE
BCE,"BCE, Inc. Common Stock",NYSE
BCEI,"Bonanza Creek Energy, Inc. Common Stock",NYSE
BCH,Banco De Chile Banco De Chile ADS,NYSE
BCI,Aberdeen Standard Bloomberg All Commodity Strategy K-1 Free ETF,NYSE
BCM,iPath Pure Beta Broad Commodity ETN,NYSE
BCO,Brinks Company (The) Common Stock,NYSE
BCS,Barclays PLC Common Stock,NYSE
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",NYSE
BCX,BlackRock Resources Common Shares of Beneficial Interest,NYSE
BDC,Belden Inc Common Stock,NYSE
BDCX,ETRACS Quarterly Pay 1.5X  Leveraged Wells Fargo BDC Index ETN,NYSE
BDCZ,"ETRACS Wells Fargo Business Development Company Index ETN Series B due April 26, 2041",NYSE
BDJ,Blackrock Enhanced Equity Dividend Trust,NYSE
BDN,Brandywine Realty Trust Common Stock,NYSE
BDRY,Breakwave Dry Bulk Shipping ETF,NYSE
BDX,"Becton, Dickinson and Company Common Stock",NYSE
BDXB,"Becton, Dickinson and Company Depositary Shares, each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock, Series B",NYSE
BE,Bloom Energy Corporation Class A Common Stock,NYSE
BEDU,"Bright Scholar Education Holdings Limited American Depositary Shares, each  representing one Class A Ordinary Share",NYSE
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),NYSE
BEN,"Franklin Resources, Inc. Common Stock",NYSE
BEP,Brookfield Renewable Partners L.P. ,NYSE
BEP-A,"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",NYSE
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,NYSE
BERY,"Berry Global Group, Inc. Common Stock",NYSE
BEST,"BEST Inc. American Depositary Shares, each representing one Class A Ordinary Share",NYSE
BETZ,Roundhill Sports Betting & iGaming ETF,NYSE
BF.A,Brown Forman Inc Class A Common Stock,NYSE
BF.B,Brown Forman Inc Class B Common Stock,NYSE
BFAM,Bright Horizons Family Solutions Inc. Common Stock,NYSE
BFK,BlackRock Municipal Income Trust,NYSE
BFLY,"Butterfly Network, Inc. Class A Common Stock",NYSE
BFLY+,"Butterfly Network, Inc. Warrants",NYSE
BFOR,Barron's 400,NYSE
BFS,"Saul Centers, Inc. Common Stock",NYSE
BFS-D,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock",NYSE
BFS-E,"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock",NYSE
BFT,Foley Trasimene Acquisition Corp. II Class A Common Stock,NYSE
BFT=,"Foley Trasimene Acquisition Corp. II Units, each consisting of one share of Class A common stock, and one-third of one warrant",NYSE
BFT+,"Foley Trasimene Acquisition Corp. II Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share",NYSE
BFTR,BlackRock Future Innovators ETF,NYSE
BFY,BlackRock New York Municipal Income Trust II,NYSE
BFZ,BlackRock California Municipal Income Trust,NYSE
BG,Bunge Limited Bunge Limited,NYSE
BGB,Blackstone Strategic Credit Fund Common Shares,NYSE
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,NYSE
BGIO,BlackRock 2022 Global Income Opportunity Trust Common Shares of Beneficial Interest,NYSE
BGR,BlackRock Energy and Resources Trust,NYSE
BGS,"B&G Foods, Inc. B&G Foods, Inc. Common Stock",NYSE
BGSF,"BGSF, Inc. Common Stock",NYSE
BGT,BlackRock Floating Rate Income Trust,NYSE
BGX,Blackstone Long Short Credit Income Fund Common Shares,NYSE
BGY,Blackrock Enhanced International Dividend Trust,NYSE
BH,Biglari Holdings Inc. Class B Common Stock,NYSE
BH.A,Biglari Holdings Inc. Class A Common Stock,NYSE
BHC,Bausch Health Companies Inc. Common Stock,NYSE
BHE,"Benchmark Electronics, Inc. Common Stock",NYSE
BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust,NYSE
BHLB,"Berkshire Hills Bancorp, Inc. Common Stock",NYSE
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),NYSE
BHR,Braemar Hotels & Resorts Inc. Common Stock,NYSE
BHR-B,"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",NYSE
BHR-D,"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",NYSE
BHV,BlackRock Virginia Municipal Bond Trust,NYSE
BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares,NYSE
BIBL,Inspire 100 ETF,NYSE
BIF,"Boulder Growth & Income Fund, Inc.",NYSE
BIG,"Big Lots, Inc. Common Stock",NYSE
BIL,SPDR Bloomberg Barclays 1-3 Month T-Bill ETF,NYSE
BILL,"Bill.com Holdings, Inc. Common Stock",NYSE
BILS,SPDR Bloomberg Barclays 3-12 Month T-Bill ETF,NYSE
BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",NYSE
BIO.B,"Bio-Rad Laboratories, Inc. Class B  Common Stock",NYSE
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,NYSE
BIP-A,"Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units, Series 13",NYSE
BIP-B,"Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units, Series 14",NYSE
BIPC,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares ,NYSE
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,NYSE
BITE=,"Bite Acquisition Corp. Units, each consisting of one share of common stock and one-half of one redeemable warrant",NYSE
BIV,Vanguard Intermediate-Term Bond ETF,NYSE
BIZD,VanEck Vectors BDC Income ETF,NYSE
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",NYSE
BK,The Bank of New York Mellon Corporation Common Stock,NYSE
BKAG,BNY Mellon Core Bond ETF,NYSE
BKD,Brookdale Senior Living Inc. Common Stock,NYSE
BKE,"Buckle, Inc. (The) Common Stock",NYSE
BKEM,BNY Mellon Emerging Markets Equity ETF,NYSE
BKF,iShares MSCI BRIC Index Fund,NYSE
BKH,Black Hills Corporation Common Stock,NYSE
BKHY,BNY Mellon High Yield Beta ETF,NYSE
BKI,"Black Knight, Inc. Common Stock ",NYSE
BKIE,BNY Mellon International Equity ETF,NYSE
BKLC,BNY Mellon US Large Cap Core Equity ETF,NYSE
BKLN,Invesco Senior Loan ETF,NYSE
BKMC,BNY Mellon US Mid Cap Core Equity ETF,NYSE
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),NYSE
BKR,Baker Hughes Company Class A Common Stock,NYSE
BKSB,BNY Mellon Short Duration Corporate Bond ETF,NYSE
BKSE,BNY Mellon US Small Cap Core Equity ETF,NYSE
BKT,BlackRock Income Trust Inc. (The),NYSE
BKU,"BankUnited, Inc. Common Stock",NYSE
BLD,TopBuild Corp. Common Stock,NYSE
BLE,BlackRock Municipal Income Trust II,NYSE
BLES,Inspire Global Hope ETF,NYSE
BLHY,Virtus Newfleet Dynamic Credit,NYSE
BLK,"BlackRock, Inc. Common Stock",NYSE
BLL,Ball Corporation Common Stock,NYSE
BLOK,Amplify Transformational Data Sharing ETF,NYSE
BLUA=,"BlueRiver Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-third of a redeemable Warrant to acquire one Class A ordinary shares",NYSE
BLV,Vanguard Long-Term Bond ETF,NYSE
BLW,Blackrock Limited Duration Income Trust,NYSE
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",NYSE
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),NYSE
BME,Blackrock Health Sciences Trust,NYSE
BMED,BlackRock Future Health ETF,NYSE
BMEZ,BlackRock Health Sciences Trust II Common Shares of Beneficial Interest,NYSE
BMI,"Badger Meter, Inc. Common Stock",NYSE
BML-G,"Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock , Series 1)",NYSE
BML-H,"Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 2)",NYSE
BML-J,"Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 4)",NYSE
BML-L,"Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 5)",NYSE
BMO,Bank Of Montreal Common Stock,NYSE
BMY,Bristol-Myers Squibb Company Common Stock,NYSE
BNDC,FlexShares Core Select Bond Fund,NYSE
BNE,ETF Series Solutions Blue Horizon BNE ETF,NYSE
BNED,"Barnes & Noble Education, Inc Common Stock",NYSE
BNKD,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETNs,NYSE
BNKU,MicroSectors U.S. Big Banks Index 3X Leveraged ETNs,NYSE
BNL,"Broadstone Net Lease, Inc. Class A Common Stock",NYSE
BNO,"United States Brent Oil Fund, LP ETV",NYSE
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,NYSE
BNY,BlackRock New York Municipal Income Trust,NYSE
BOAC,Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares,NYSE
BOAC=,"Bluescape Opportunities Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-half of one redeemable warrant",NYSE
BOAC+,"Bluescape Opportunities Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,NYSE
BOH,Bank of Hawaii Corporation Common Stock,NYSE
BOIL,ProShares Ultra Bloomberg Natural Gas,NYSE
BOND,PIMCO Active Bond Exchange-Traded Fund Exchange-Traded Fund,NYSE
BOOT,"Boot Barn Holdings, Inc. Common Stock",NYSE
BORR,Borr Drilling Limited Common Shares,NYSE
BOUT,Innovator IBD Breakout Opportunities ETF,NYSE
BOX,"Box, Inc. Class A Common Stock",NYSE
BP,BP p.l.c. Common Stock,NYSE
BPMP,BP Midstream Partners LP Common Units representing Limited Partner Interests,NYSE
BPT,BP Prudhoe Bay Royalty Trust Common Stock,NYSE
BQ,"Boqii Holding Limited American Depositary Shares, representing Class A Ordinary Shares",NYSE
BR,"Broadridge Financial Solutions, Inc.Common Stock",NYSE
BRBR,"BellRing Brands, Inc. Class A Common Stock",NYSE
BRC,Brady Corporation Common Stock,NYSE
BRF,VanEck Vectors Brazil Small-Cap ETF,NYSE
BRFS,BRF S.A.,NYSE
BRK.A,Berkshire Hathaway Inc. Common Stock,NYSE
BRK.B,Berkshire Hathaway Inc. New Common Stock,NYSE
BRMK,Broadmark Realty Capital Inc. Common Stock,NYSE
BRO,"Brown & Brown, Inc. Common Stock",NYSE
BRT,BRT Apartments Corp. (MD) Common Stock,NYSE
BRX,Brixmor Property Group Inc. Common Stock,NYSE
BRZU,Direxion Daily Brazil Bull 2X Shares,NYSE
BSA,BrightSphere Investment Group Inc. 5.125% Notes due 2031,NYSE
BSAC,Banco Santander - Chile ADS,NYSE
BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",NYSE
BSD,BlackRock Strategic Municipal Trust Inc. (The) Common Stock,NYSE
BSE,Blackrock New York Municipal Income Quality Trust Common Shares of Beneficial Interest,NYSE
BSIG,BrightSphere Investment Group Inc. Common Stock,NYSE
BSL,Blackstone Senior Floating Rate Term Fund Common Shares of Beneficial Interest,NYSE
BSM,"Black Stone Minerals, L.P. Common units representing limited partner interests",NYSE
BSMX,"Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",NYSE
BSN,Broadstone Acquisition Corp. Class A Ordinary Shares,NYSE
BSN=,"Broadstone Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE
BSN+,"Broadstone Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,NYSE
BSTZ,BlackRock Science and Technology Trust II Common Shares of Beneficial Interest,NYSE
BSV,Vanguard Short-Term Bond ETF,NYSE
BSX,Boston Scientific Corporation Common Stock,NYSE
BSX-A,"Boston Scientific Corporation 5.50% Mandatory Convertible Preferred Stock, Series A",NYSE
